ensembl_gene_id	hgnc_symbol	chromosome_name	start_position	end_position	band
ENSG00000258949		14	44898908	44911863	q21.2
ENSG00000264072		18	10627646	10628846	p11.22
ENSG00000179476	C14orf28	14	44897295	44907257	q21.2
ENSG00000169599	NFU1	2	69395750	69437628	p13.3
ENSG00000266470		18	10632238	10632396	p11.22
ENSG00000273518	KIR3DL1	CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1	54816451	54830756	
ENSG00000118976	OTUD4P1	12	3839459	3842525	p13.32
ENSG00000265038	PMM2P1	18	10636670	10637399	p11.22
ENSG00000256862		12	3871734	3910338	p13.32
ENSG00000229765		6	10213881	10214362	p24.3
ENSG00000224806	ARL5AP4	22	24686168	24686679	q11.23
ENSG00000147127	RAB41	X	70282093	70285002	q13.1
ENSG00000224334		22	24686923	24688087	q11.23
ENSG00000215297		9	3364329	3364792	p24.2
ENSG00000206557	TRIM71	3	32818018	32897826	p22.3
ENSG00000282012		22	24691122	24696003	q11.23
ENSG00000282684	ZC3H3	CHR_HSCHR8_3_CTG7	143536257	143541453	
ENSG00000231890	DARS-AS1	2	135985176	136022593	q21.3
ENSG00000269615	MTDHP2	19	21940820	21941533	p12
ENSG00000259536		15	40488041	40558019	q15.1
ENSG00000279377		19	21965708	21968529	p12
ENSG00000237601		22	24703348	24703503	q11.23
ENSG00000080298	RFX3	9	3218297	3526004	p24.2
ENSG00000282807		19	71778	72718	p13.3
ENSG00000261663		16	2240487	2241818	p13.3
ENSG00000263089		17	57092145	57096425	q22
ENSG00000124208	TMEM189-UBE2V1	20	50081124	50153637	q13.13
ENSG00000217929	CICP18	6	131910	145083	p25.3
ENSG00000233921	RPS15AP40	X	36374793	36375183	p21.1
ENSG00000282330		CHR_HSCHR18_3_CTG2_1	79683041	79685112	
ENSG00000282606		CHR_HSCHR18_3_CTG2_1	79644682	79685499	
ENSG00000237347		22	19055801	19056512	q11.21
ENSG00000216436	HIST1H2APS1	6	25732497	25732827	p22.2
ENSG00000262081	IL9RP4	18	80140	88570	p11.32
ENSG00000063322	MED29	19	39391303	39400637	q13.2
ENSG00000145777	TSLP	5	111070062	111078024	q22.1
ENSG00000105810	CDK6	7	92604921	92836594	q21.2
ENSG00000282201		CHR_HSCHR16_CTG2	424243	424543	
ENSG00000227593	PHBP16	11	94055023	94055972	q21
ENSG00000229508	PHKG1P4	7	57060590	57061301	p11.2
ENSG00000282345	FYTTD1P1	CHR_HSCHR9_1_CTG5	101384932	101386191	
ENSG00000181333	HEPHL1	11	94021361	94113751	q21
ENSG00000275061		7	57067950	57074664	p11.2
ENSG00000163982	OTOP1	4	4188803	4226889	p16.3
ENSG00000237553		9	5193339	5193558	p24.1
ENSG00000278085	CT45A8	X	135846499	135854538	q26.3
ENSG00000282733	NSFP1	CHR_HSCHR17_2_CTG5	46419950	46533777	
ENSG00000280741	LINC00685	CHR_HSCHRX_1_CTG3	320990	321711	
ENSG00000282052	RPS7P11	CHR_HSCHR17_2_CTG5	46550508	46551093	
ENSG00000263716	SLC25A51P2	18	7134931	7135819	p11.31
ENSG00000276262	NSF	CHR_HSCHR17_2_CTG5	46419843	46586373	
ENSG00000183813	CCR4	3	32951574	32956349	p22.3
ENSG00000263382		18	26822813	26823979	q11.2
ENSG00000146039	SLC17A4	6	25754699	25781191	p22.2
ENSG00000120211	INSL4	9	5231419	5235304	p24.1
ENSG00000154080	CHST9	18	26906481	27185317	q11.2
ENSG00000089280	FUS	16	31180110	31194871	p11.2
ENSG00000226493	RPL26P27	10	68499532	68499968	q21.3
ENSG00000122912	SLC25A16	10	68477999	68527474	q21.3
ENSG00000100106	TRIOBP	22	37696988	37776556	q13.1
ENSG00000185177	ZNF479	7	57119614	57139864	p11.2
ENSG00000132406	TMEM128	4	4235542	4248212	p16.3
ENSG00000206422	LRRC30	18	7231125	7232047	p11.23
ENSG00000284679		13	18248913	18249035	q11
ENSG00000115866	DARS	2	135906677	135986100	q21.3
ENSG00000236121	HAUS6P2	20	31341371	31344471	q11.21
ENSG00000240849	TMEM189	20	50118254	50153734	q13.13
ENSG00000176293	ZNF135	19	58059239	58086310	q13.43
ENSG00000280208	GGT4P	13	18253526	18270822	q11
ENSG00000072518	MARK2	11	63838928	63911019	q13.1
ENSG00000270946	CT45A9	X	135863776	135871812	q26.3
ENSG00000212717	DEFB117	20	31360790	31360930	q11.21
ENSG00000237819		7	92836483	92917187	q21.2
ENSG00000267148		19	3775996	3776182	p13.3
ENSG00000116096	SPR	2	72887360	72892158	p13.2
ENSG00000182324	KCNJ14	19	48455509	48466980	q13.33
ENSG00000131068	DEFB118	20	31368618	31373923	q11.21
ENSG00000284688		6	26477872	26478533	p22.2
ENSG00000276438	PPP2R3B	CHR_HSCHRX_1_CTG3	336496	389645	
ENSG00000182351	CRIP1P4	22	24712292	24712520	q11.23
ENSG00000282307	SERPINF1	CHR_HSCHR17_1_CTG2	1760880	1765915	
ENSG00000269586	CT45A10	X	135881063	135889086	q26.3
ENSG00000226896	OR2I1P	CHR_HSCHR6_MHC_APD_CTG1	29553320	29554267	
ENSG00000278153		20	13368291	13368703	p12.1
ENSG00000105443	CYTH2	19	48469032	48482314	q13.33
ENSG00000258654		15	20344736	20359166	q11.1
ENSG00000264714		18	10724619	10728539	p11.22
ENSG00000279730	SETD8P1	13	18297554	18298733	q11
ENSG00000279124		13	18279320	18309934	q11
ENSG00000087301	TXNDC16	14	52430590	52552522	q22.1
ENSG00000279231		13	18331933	18348596	q11
ENSG00000265574	WDR45BP1	17	32111562	32112590	q11.2
ENSG00000189007	ADAT2	6	143422832	143450673	q24.2
ENSG00000154864	PIEZO2	18	10666483	11148762	p11.21
ENSG00000184261	KCNK12	2	47516581	47570939	p16.3
ENSG00000247982	LINC00926	15	57300365	57307769	q21.3
ENSG00000263369		17	32106330	32114125	q11.2
ENSG00000229488	PRRT1	CHR_HSCHR6_MHC_MANN_CTG1	32187767	32193781	
ENSG00000267275		19	16283359	16324514	p13.11
ENSG00000124557	BTN1A1	6	26501221	26510422	p22.2
ENSG00000184281	TSSC4	11	2400488	2403878	p15.5
ENSG00000268486		13	18408806	18431605	q11
ENSG00000235760		2	47527537	47535199	p16.3
ENSG00000182165	TP53TG1	7	87325225	87345515	q21.12
ENSG00000227512		9	136542881	136543835	q34.3
ENSG00000148400	NOTCH1	9	136494433	136545786	q34.3
ENSG00000181433	SAGE1	X	135889205	135913061	q26.3
ENSG00000236153		2	180979427	180980090	q31.3
ENSG00000151883	PARP8	5	50665899	50846522	q11.1
ENSG00000095002	MSH2	2	47402969	47663146	p21
ENSG00000234663	LINC01934	2	181086076	181409321	q31.3
ENSG00000229027	HSFY1P1	22	16827474	16829335	q11.1
ENSG00000260019	LINC01992	17	27929548	27974223	q11.2
ENSG00000234121	GPM6BP3	22	16837522	16837666	q11.1
ENSG00000283535		22	16844399	16846357	q11.1
ENSG00000218896	TUBB8P2	6	143436216	143436710	q24.2
ENSG00000082146	STRADB	2	201387858	201480846	q33.1
ENSG00000260230	FRRS1L	9	109130293	109167295	q31.3
ENSG00000143727	ACP1	2	264140	278283	p25.3
ENSG00000274248		21	45974489	45974953	q22.3
ENSG00000238171		2	181076051	181105968	q31.3
ENSG00000121413	ZSCAN18	19	58083838	58118427	q13.43
ENSG00000231580	RPL32P1	CHR_HSCHR6_MHC_APD_CTG1	33118526	33118935	
ENSG00000107014	RLN2	9	5299868	5304969	p24.1
ENSG00000231053		X	70361486	70362374	q13.1
ENSG00000275031	METRNL	CHR_HSCHR17_1_CTG9	83077507	83097050	
ENSG00000236693	HLA-DPB1	CHR_HSCHR6_MHC_APD_CTG1	33114995	33126260	
ENSG00000228860		10	21217891	21218279	p12.31
ENSG00000090889	KIF4A	X	70290090	70420832	q13.1
ENSG00000211878	TRAJ11	14	22532502	22532561	q11.2
ENSG00000262140		16	71833787	71835932	q22.2
ENSG00000224573		7	32951426	32951656	p14.3
ENSG00000260172	LINC01413	15	57319138	57323908	q21.3
ENSG00000211879	TRAJ10	14	22533497	22533560	q11.2
ENSG00000227642	AGPAT1	CHR_HSCHR6_MHC_MANN_CTG1	32207600	32217484	
ENSG00000010610	CD4	12	6786858	6820808	p13.31
ENSG00000112619	PRPH2	6	42696600	42722574	p21.1
ENSG00000228487		9	127213783	127221907	q33.3
ENSG00000259482	RORA-AS2	15	60681569	60686888	q22.2
ENSG00000136859	ANGPTL2	9	127087332	127122883	q33.3
ENSG00000127528	KLF2	19	16324817	16327874	p13.11
ENSG00000245534	RORA-AS1	15	60479178	60630637	q22.2
ENSG00000189190	ZNF600	19	52764195	52786791	q13.41
ENSG00000185101	ANO9	11	417933	442011	p15.5
ENSG00000267388		19	35960512	35964063	q13.12
ENSG00000185650	ZFP36L1	14	68787660	68796253	q24.1
ENSG00000154582	ELOC	8	73939169	73972287	q21.11
ENSG00000127837	AAMP	2	218264123	218270257	q35
ENSG00000218549	OR4K12P	21	13581060	13582004	q11.2
ENSG00000034693	PEX3	6	143450807	143490010	q24.2
ENSG00000266190		17	28021668	28022265	q11.2
ENSG00000205138	SDHAF1	19	35995199	35996315	q13.12
ENSG00000218682		2	25856461	25856966	p23.3
ENSG00000204361	NXPE2	11	114678386	114706933	q23.3
ENSG00000143970	ASXL2	2	25733753	25878516	p23.3
ENSG00000259575		15	61211913	61214231	q22.2
ENSG00000238276		10	118241564	118267710	q26.11
ENSG00000273958		15	60593027	60593460	q22.2
ENSG00000135638	EMX1	2	72916260	72936071	p13.2
ENSG00000259513	CYCSP38	15	60558080	60558401	q22.2
ENSG00000273792		15	60847757	60849068	q22.2
ENSG00000259481		15	61181249	61195938	q22.2
ENSG00000261799		12	273954	277123	p13.33
ENSG00000069667	RORA	15	60488284	61229319	q22.2
ENSG00000066651	TRMT11	6	125986430	126039276	q22.32
ENSG00000263520	LINC02563	17	65457541	65458408	q24.1
ENSG00000145220	LYAR	4	4267701	4290169	p16.3
ENSG00000259225	LINC02345	15	37984766	38062340	q14
ENSG00000274010		2	127840606	127841763	q14.3
ENSG00000268465		19	48465837	48472431	q13.33
ENSG00000268530		19	48465593	48469693	q13.33
ENSG00000270995		9	100120435	100120900	q31.1
ENSG00000285108		8	129685401	129723023	q24.21
ENSG00000255498		11	45905941	45906461	p11.2
ENSG00000280261		16	62342420	62342557	q21
ENSG00000121653	MAPK8IP1	11	45885651	45906465	p11.2
ENSG00000224110	MTRF1LP2	8	129728744	129730445	q24.21
ENSG00000166351	POTED	21	13609858	13641585	q11.2
ENSG00000127774	EMC6	17	3668815	3669668	p13.2
ENSG00000237901		16	62357371	62357746	q21
ENSG00000105447	GRWD1	19	48445773	48457022	q13.33
ENSG00000275276	KIR2DL1	CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1	54769704	54783960	
ENSG00000227560	RPS15AP30	10	112987476	112987865	q25.2
ENSG00000112559	MDFI	6	41636882	41654246	p21.1
ENSG00000213977	TAX1BP3	17	3662896	3668682	p13.2
ENSG00000278060		2	72932974	72934355	p13.2
ENSG00000225428	NDUFB4P7	2	87968609	87968971	p11.2
ENSG00000141560	FN3KRP	17	82716683	82730328	q25.3
ENSG00000277825		19	16352462	16353182	p13.11
ENSG00000144231	POLR2D	2	127843551	127858157	q14.3
ENSG00000232256	DDX39B-AS1	CHR_HSCHR6_MHC_COX_CTG1	31529753	31530587	
ENSG00000196711	ALKAL1	8	52534037	52565507	q11.23
ENSG00000083454	P2RX5	17	3672199	3696404	p13.2
ENSG00000148737	TCF7L2	10	112950250	113167678	q25.2
ENSG00000227587	ATP6V1G2	CHR_HSCHR6_MHC_COX_CTG1	31531911	31534293	
ENSG00000130287	NCAN	19	19211973	19252233	p13.11
ENSG00000273859	RASSF7	CHR_HSCHR11_1_CTG8	560418	564036	
ENSG00000272979		2	190454092	190454521	q32.2
ENSG00000175877	TMEM270	7	73861159	73865893	q11.23
ENSG00000151690	MFSD6	2	190408355	190509205	q32.2
ENSG00000229036	VDAC1P8	6	143490424	143506406	q24.2
ENSG00000001036	FUCA2	6	143494811	143511690	q24.2
ENSG00000226923	MCCD1	CHR_HSCHR6_MHC_COX_CTG1	31516169	31517684	
ENSG00000215604	ZNF962P	13	18467172	18485448	q11
ENSG00000250808	MTCO2P30	5	5395972	5396335	p15.32
ENSG00000168826	ZBTB49	4	4290251	4321786	p16.3
ENSG00000268282		19	53004040	53005150	q13.41
ENSG00000198538	ZNF28	19	52797409	52857600	q13.41
ENSG00000244563		2	127846736	127847084	q14.3
ENSG00000217643	PTGES3P2	2	25822469	25822950	p23.3
ENSG00000187536	TPM3P7	2	25809925	25810656	p23.3
ENSG00000231589		16	62596372	62598449	q21
ENSG00000046653	GPM6B	X	13771031	13938638	p22.2
ENSG00000228291	ARL4AP3	10	5207169	5207742	p15.1
ENSG00000233122	CTAGE7P	10	130106046	130108481	q26.3
ENSG00000198610	AKR1C4	10	5195462	5218949	p15.1
ENSG00000237489	C10orf143	10	130020025	130110817	q26.3
ENSG00000225073	DDX39B	CHR_HSCHR6_MHC_COX_CTG1	31517671	31534027	
ENSG00000235844	HLA-DPA1	CHR_HSCHR6_MHC_APD_CTG1	33103656	33119850	
ENSG00000260737	LINC01227	16	80566794	80572808	q23.2
ENSG00000160539	PLPP7	9	131289459	131359022	q34.13
ENSG00000277218		10	130104569	130104998	q26.3
ENSG00000269082		19	52956041	52981654	q13.41
ENSG00000278206		6	143484979	143507327	q24.2
ENSG00000198718	TOGARAM1	14	44962208	45074431	q21.2
ENSG00000260332		16	62808222	62808706	q21
ENSG00000204604	ZNF468	19	52838008	52890375	q13.41
ENSG00000120057	SFRP5	10	97766751	97771952	q24.2
ENSG00000213090		2	201410544	201413308	q33.1
ENSG00000115993	TRAK2	2	201377207	201451579	q33.1
ENSG00000279202		16	24098239	24099971	p12.2
ENSG00000167390	POM121L3P	20	23989292	23990454	p11.21
ENSG00000166501	PRKCB	16	23835946	24220611	p12.2
ENSG00000275716		6	100093311	100093768	q16.3
ENSG00000233205		2	87972656	87973082	p11.2
ENSG00000278381		21	13654073	13654356	q11.2
ENSG00000282464		CHR_HSCHR11_1_CTG8	528907	532261	
ENSG00000275597		2	87980714	87992858	p11.2
ENSG00000285287		9	131370933	131372514	q34.13
ENSG00000275079	LPCAT1	CHR_HSCHR5_3_CTG1	1460716	1505839	
ENSG00000227874	GRAMD4P1	21	13665868	13667546	q11.2
ENSG00000276536	HRAS	CHR_HSCHR11_1_CTG8	532242	537287	
ENSG00000198367	OR7A11P	19	14916428	14917380	p13.12
ENSG00000256633		11	72584572	72587979	q13.4
ENSG00000278788	SBNO2	CHR_HSCHR19_4_CTG2	1107635	1156979	
ENSG00000176923	OR7A15P	19	14927052	14928060	p13.12
ENSG00000189362	NEMP2	2	190504342	190534722	q32.2
ENSG00000076641	PAG1	8	80967810	81112068	q21.13
ENSG00000213177	PRDX2P4	6	100136064	100136663	q16.3
ENSG00000269646		19	52923382	52924075	q13.41
ENSG00000231026	XKRYP4	Y	23917241	23917723	q11.23
ENSG00000186642	PDE2A	11	72576141	72674591	q13.4
ENSG00000283088		19	52880663	52962768	q13.41
ENSG00000224571	USP9YP13	Y	23919905	23921510	q11.23
ENSG00000120509	PDZD11	X	70286595	70290514	q13.1
ENSG00000267943		19	53007512	53013180	q13.41
ENSG00000175213	ZNF408	11	46700818	46705912	p11.2
ENSG00000214319	CXADRP1	21	13676022	13677116	q11.2
ENSG00000074276	CDHR2	5	176542511	176595974	q35.2
ENSG00000180257	ZNF816	19	52949379	52962911	q13.41
ENSG00000180483	DEFB119	20	31377164	31390603	q11.21
ENSG00000279773		21	13679300	13681138	q11.2
ENSG00000102401	ARMCX3	X	101622797	101627843	q22.1
ENSG00000254177		8	81058523	81067744	q21.13
ENSG00000254060		8	81036964	81040831	q21.13
ENSG00000267301	RPL23AP77	18	23709825	23710287	q11.2
ENSG00000223797	ENTPD3-AS1	3	40313802	40453329	p22.1
ENSG00000279894		X	103596608	103598904	q22.2
ENSG00000230162	CT45A11P	X	135942478	135947139	q26.3
ENSG00000237835		22	16855804	16856162	q11.1
ENSG00000220248	ZNF402P	22	16857619	16860718	q11.1
ENSG00000171346	KRT15	17	41513743	41522529	q21.2
ENSG00000277511		17	32127595	32128454	q11.2
ENSG00000251476	MTCO1P31	5	5396477	5396968	p15.32
ENSG00000053747	LAMA3	18	23689443	23955066	q11.2
ENSG00000237689		22	16869478	16871126	q11.1
ENSG00000228122	MTND1P17	22	16876218	16876421	q11.1
ENSG00000263321		17	82729164	82734143	q25.3
ENSG00000237358		22	16876552	16876902	q11.1
ENSG00000225480		22	16897445	16897546	q11.1
ENSG00000230481	IGKV1OR22-5	22	16904219	16904696	q11.1
ENSG00000196507	TCEAL3	X	103607451	103629690	q22.2
ENSG00000230274	PGAM1P3	3	40322715	40323279	p22.1
ENSG00000168032	ENTPD3	3	40387156	40428619	p22.1
ENSG00000227187		2	175033778	175034192	q31.1
ENSG00000135698	MPHOSPH6	16	82147798	82170226	q23.3
ENSG00000224031	TCEAL3-AS1	X	103626076	103626492	q22.2
ENSG00000172465	TCEAL1	X	103628704	103630953	q22.2
ENSG00000236914	LINC01852	15	38069481	38072959	q14
ENSG00000236151		20	24142590	24144386	p11.21
ENSG00000230133	LINC01721	20	24199767	24224588	p11.21
ENSG00000273806		9	83201957	83202065	q21.32
ENSG00000232200		20	24297585	24318086	p11.21
ENSG00000229109		9	83219331	83234242	q21.32
ENSG00000121351	IAPP	12	21354959	21379978	p12.1
ENSG00000234069	GAPDHP53	20	24445391	24446314	p11.21
ENSG00000274726	ARHGEF10	CHR_HSCHR8_8_CTG1	1823976	1958641	
ENSG00000214881	TMEM14DP	10	68544489	68544833	q21.3
ENSG00000179454	KLHL28	14	44924319	45042322	q21.2
ENSG00000127529	OR7C2	19	14941489	14942448	p13.12
ENSG00000101463	SYNDIG1	20	24469199	24666616	p11.21
ENSG00000264643		17	33680577	33680883	q12
ENSG00000283417		17	33791838	33816761	q12
ENSG00000265115		17	33627027	33635057	q12
ENSG00000263571		17	34155566	34165679	q12
ENSG00000259469		15	48729080	48729844	q21.1
ENSG00000213793	ZNF888	19	52904417	52923481	q13.41
ENSG00000266535		17	33111858	33131743	q11.2
ENSG00000259670		15	48783190	48784121	q21.1
ENSG00000263435		17	33976531	33980851	q12
ENSG00000259216		15	48725338	48725827	q21.1
ENSG00000265697		17	33534110	33541339	q12
ENSG00000268225		19	52861807	52864151	q13.41
ENSG00000265775		17	34118347	34118882	q12
ENSG00000273692		21	13704853	13705518	q11.2
ENSG00000255875		19	52809824	52810708	q13.41
ENSG00000228539		20	24491472	24502345	p11.21
ENSG00000103995	CEP152	15	48712928	48811146	q21.1
ENSG00000246225		11	22829380	22945393	p14.3
ENSG00000242779	ZNF702P	19	52968251	53037898	q13.41
ENSG00000229231	FEM1AP1	21	13762338	13764332	q11.2
ENSG00000084453	SLCO1A2	12	21264600	21419594	p12.1
ENSG00000226049	TLK2P1	17	34036681	34039872	q12
ENSG00000249982		17	51332679	51334090	q21.33
ENSG00000260304		16	31182511	31183285	p11.2
ENSG00000216378		6	100177209	100178192	q16.3
ENSG00000279668		17	33827728	34079100	q12
ENSG00000249383	LINC02071	17	51312609	51335165	q21.33
ENSG00000198168	SVIP	11	22813799	22830299	p14.3
ENSG00000249658		17	51335261	51336240	q21.33
ENSG00000224922		21	13769932	13771740	q11.2
ENSG00000275873	LMNTD2	CHR_HSCHR11_1_CTG8	554854	560793	
ENSG00000225860	LINC02072	17	51336715	51342571	q21.33
ENSG00000263485		17	34080882	34082224	q12
ENSG00000231015		20	24679547	24680991	p11.21
ENSG00000264791		17	34142947	34147047	q12
ENSG00000274173		20	24931840	24932983	p11.21
ENSG00000265544		17	33529787	33533760	q12
ENSG00000261467		7	73985992	73988767	q11.23
ENSG00000260870	NDUFB10P1	15	57325472	57326447	q21.3
ENSG00000267452	LINC02073	17	51435427	51445802	q21.33
ENSG00000160994	CCDC105	19	15010744	15023269	p13.12
ENSG00000242176	RPL39P31	16	71991151	71991305	q22.2
ENSG00000110218	PANX1	11	94128928	94181972	q21
ENSG00000153214	TMEM87B	2	112055223	112119318	q13
ENSG00000035115	SH3YL1	2	217730	266398	p25.3
ENSG00000228275	ARMCX3-AS1	X	101622983	101624164	q22.1
ENSG00000265125		17	33565764	33624122	q12
ENSG00000102984	ZNF821	16	71859680	71895336	q22.2
ENSG00000260064		16	80627551	80628379	q23.2
ENSG00000105143	SLC1A6	19	14950034	15022990	p13.12
ENSG00000280961	TTTY3B	Y	23936727	23941622	q11.23
ENSG00000255359	CCDC179	11	22846931	22860426	p14.3
ENSG00000235095		7	57147986	57150347	p11.2
ENSG00000100030	MAPK1	22	21754500	21867680	q11.22
ENSG00000166446	CDYL2	16	80597906	80804329	q23.2
ENSG00000264843		18	10704297	10709599	p11.22
ENSG00000266992	DHX40P1	17	59976009	60002384	q23.1
ENSG00000264990		17	34176538	34178166	q12
ENSG00000226369	USP9YP11	Y	23934953	23940101	q11.23
ENSG00000221874	ZNF816-ZNF321P	19	52928475	52962823	q13.41
ENSG00000283381		17	33692229	33692484	q12
ENSG00000263952		18	10893617	10908783	p11.22
ENSG00000264598		17	33052107	33052867	q11.2
ENSG00000261156	LINC01989	17	34169372	34195937	q12
ENSG00000256690		11	62832234	62834043	q12.3
ENSG00000260779		18	10661933	10666887	p11.22
ENSG00000216781		6	10365593	10366582	p24.3
ENSG00000165066	NKX6-3	8	41645178	41650669	p11.21
ENSG00000282752	CTDP1	CHR_HSCHR18_3_CTG2_1	79685555	79723770	
ENSG00000133316	WDR74	11	62832342	62841809	q12.3
ENSG00000267318		17	59940908	59973101	q23.1
ENSG00000279674		17	34000789	34006772	q12
ENSG00000238283	TBC1D3P1	17	60008437	60017498	q23.1
ENSG00000265356		17	33935437	34156000	q12
ENSG00000227583	RPS3AP37	10	68674356	68675100	q21.3
ENSG00000136059	VILL	3	37988059	38007188	p22.2
ENSG00000265689		17	33688803	33689174	q12
ENSG00000283695		19	52865369	52865429	q13.41
ENSG00000243819	RN7SL832P	2	10690344	10692099	p25.1
ENSG00000213025	COX20P1	10	68632371	68632727	q21.3
ENSG00000269526	ERVV-1	19	53013921	53016122	q13.41
ENSG00000280349		17	33099969	33100319	q11.2
ENSG00000267302	RNFT1-DT	17	59964832	59996972	q23.1
ENSG00000138336	TET1	10	68560656	68694482	q21.3
ENSG00000227871	USP9YP12	Y	23945927	23952293	q11.23
ENSG00000108684	ASIC2	17	33013087	34174964	q12
ENSG00000182986	ZNF320	19	52863790	52897693	q13.41
ENSG00000231423	RAB9AP5	Y	23956569	23960218	q11.23
ENSG00000215182	MUC5AC	11	1157953	1201138	p15.5
ENSG00000189050	RNFT1	17	59952240	59964761	q23.1
ENSG00000260366		19	48926171	48926444	q13.33
ENSG00000168646	AXIN2	17	65528563	65561647	q24.1
ENSG00000100101		22	37686414	37726503	q13.1
ENSG00000204548	DEFB121	20	31404845	31412838	q11.21
ENSG00000273831	LRRC56	CHR_HSCHR11_1_CTG8	537527	554915	
ENSG00000173231	TERF1P1	21	13776086	13777266	q11.2
ENSG00000280020		17	32178946	32180074	q11.2
ENSG00000214708		17	32141226	32143135	q11.2
ENSG00000229950	TFAP2A-AS1	6	10409340	10416446	p24.3
ENSG00000267169		19	14137179	14171267	p13.12
ENSG00000285278		6	10404502	10407928	p24.3
ENSG00000137203	TFAP2A	6	10393186	10419659	p24.3
ENSG00000126858	RHOT1	17	32142454	32253374	q11.2
ENSG00000072071	ADGRL1	19	14147743	14206187	p13.12
ENSG00000260594		16	80736360	80742305	q23.2
ENSG00000157191	NECAP2	1	16440672	16460078	p36.13
ENSG00000187504	RPL7P48	17	51502488	51503233	q21.33
ENSG00000136237	RAPGEF5	7	22118238	22357144	p15.3
ENSG00000077984	CST7	20	24949230	24959928	p11.21
ENSG00000175467	SART1	11	65961689	65979828	q13.1
ENSG00000180998	GPR137C	14	52553148	52637713	q22.1
ENSG00000172159	FRMD3	9	83242990	83538546	q21.32
ENSG00000281949		CHR_HSCHR18_3_CTG2_1	79708475	79709405	
ENSG00000259274		15	60529973	60545159	q22.2
ENSG00000283431		7	57163168	57166024	p11.2
ENSG00000259591		15	60763906	60765625	q22.2
ENSG00000213801	ZNF321P	19	52927135	52942601	q13.41
ENSG00000108443	RPS6KB1	17	59893046	59950564	q23.1
ENSG00000283547		7	57167200	57167880	p11.2
ENSG00000284474		7	57167039	57167245	p11.2
ENSG00000182459	TEX19	17	82359247	82363776	q25.3
ENSG00000231537	MTCO3P10	7	57167880	57168651	p11.2
ENSG00000225323		16	168679	169334	p13.3
ENSG00000244756		14	60572024	60572311	q23.1
ENSG00000214195	HMGN2P31	9	5311444	5311716	p24.1
ENSG00000235049	LINC00940	12	1929202	1936574	p13.33
ENSG00000282005		CHR_HSCHR11_1_CTG8	557613	560121	
ENSG00000283230		7	57168725	57169074	p11.2
ENSG00000283481	MTND4LP32	7	57169143	57169412	p11.2
ENSG00000281804		CHR_HSCHR15_1_CTG1	21250180	21260147	
ENSG00000225295	MTND4P4	7	57169406	57170771	p11.2
ENSG00000241354		14	60602146	60602533	q23.1
ENSG00000279853		7	44367140	44369292	p13
ENSG00000256969		12	4020977	4026658	p13.32
ENSG00000278964		17	82362349	82363196	q25.3
ENSG00000228440	MTND5P6	7	57170974	57172771	p11.2
ENSG00000205413	SAMD9	7	93099513	93118023	q21.2
ENSG00000277641	WNT3	CHR_HSCHR17_2_CTG5	46591415	46662074	
ENSG00000256356	HSPA8P5	12	4097451	4099519	p13.32
ENSG00000143867	OSR1	2	19351485	19358653	p24.1
ENSG00000261502		16	63056786	63129654	q21
ENSG00000269986		16	63066526	63066990	q21
ENSG00000169258	GPRIN1	5	176595802	176610133	q35.2
ENSG00000181408	UTS2R	17	82374230	82375586	q25.3
ENSG00000168452	PPT2	CHR_HSCHR6_MHC_MANN_CTG1	32192849	32211366	
ENSG00000270870		17	65654914	65655395	q24.1
ENSG00000277554	KIR2DL3	CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1	54738470	54752993	
