affy_hg_u133_plus_2	hgnc_symbol	chromosome_name	start_position	end_position	band
	KRT18P22	6	116457323	116458669	q22.1
	LINC01940	2	238919302	238926269	q37.3
		14	44507407	44538513	q21.2
		X	36365626	36440292	p21.1
229391_s_at		6	116399395	116463696	q22.1
229390_at		6	116399395	116463696	q22.1
	CBX3P9	6	116453014	116453565	q22.1
	HMGB1P16	X	36211096	36211635	p21.1
		5	8980404	8980659	p15.31
	HSPD1P11	5	95768999	95770700	q15
	STK25P1	18	12911186	12912023	p11.21
		19	68403	69178	p13.3
	EIF4A2P1	18	12912844	12913906	p11.21
		12	48800576	48801086	q13.12
221493_at	TSPYL1	6	116276578	116279903	q22.1
	SALL4P7	14	60493766	60496885	q23.1
1553905_at	CFAP47	X	35919734	36385319	p21.1
241538_at	CFAP47	X	35919734	36385319	p21.1
1553466_at	CFAP47	X	35919734	36385319	p21.1
	CFAP47	X	35919734	36385319	p21.1
	LINC02564	18	11103	15928	p11.32
	ELOCP9	Y	23808821	23809059	q11.23
241623_at	PTPN2	18	12785478	12929643	p11.21
213136_at	PTPN2	18	12785478	12929643	p11.21
213137_s_at	PTPN2	18	12785478	12929643	p11.21
204935_at	PTPN2	18	12785478	12929643	p11.21
	PTPN2	18	12785478	12929643	p11.21
		18	14195	16898	p11.32
221107_at	CHRNA9	4	40335329	40355217	p14
	CHRNA9	4	40335329	40355217	p14
207250_at	SIX6	14	60508951	60512850	q23.1
	HNRNPDLP4	19	58049046	58049346	q13.43
	OR7A3P	19	14903232	14904138	p13.12
	ZSCAN1	19	58034032	58054631	q13.43
1562651_at	ZSCAN1	19	58034032	58054631	q13.43
211416_x_at	GGTLC1	20	23985050	23988779	p11.21
215603_x_at	GGTLC1	20	23985050	23988779	p11.21
		6	116258493	116259115	q22.1
230671_at	LRRC14B	5	191511	195353	p15.33
229391_s_at	CALHM6	6	116461370	116463779	q22.1
229390_at	CALHM6	6	116461370	116463779	q22.1
		19	14119106	14119537	p13.12
230671_at		5	195778	196341	p15.33
206856_at	LILRB5	CHR_HSCHR19LRC_COX1_CTG3_1	54250781	54257977	
	LILRB5	CHR_HSCHR19LRC_COX1_CTG3_1	54250781	54257977	
218115_at	ASF1B	19	14119509	14136956	p13.12
	ASF1B	19	14119509	14136956	p13.12
		10	55746551	55746908	q21.1
		10	14061	16544	p15.3
224141_at	GCC2-AS1	2	108507515	108534196	q12.3
		18	45034	46047	p11.32
		11	18209138	18214562	p15.1
		5	9363275	9422481	p15.31
1557417_s_at	RSPH10B	7	5925550	5970683	p22.1
	RSPH10B	7	5925550	5970683	p22.1
1555272_at	RSPH10B	7	5925550	5970683	p22.1
202832_at	GCC2	2	108448561	108509415	q12.3
	GCC2	2	108448561	108509415	q12.3
	LETM1P2	19	58044592	58046769	q13.43
	SEMA5A-AS1	5	9511333	9518086	p15.31
		3	44528955	44529391	p21.31
235092_at		18	26542971	26545791	q11.2
239834_at		18	26542971	26545791	q11.2
1560354_at		5	213898	217279	p15.33
	LINC02302	14	44763157	44782829	q21.2
		10	129784983	129806971	q26.3
1559276_at	PCAT18	18	26687621	26703638	q11.2
236046_at	CCDC127	5	196871	218215	p15.33
226515_at	CCDC127	5	196871	218215	p15.33
		5	9519853	9523178	p15.31
		18	26831520	26832432	q11.2
		5	9498401	9498775	p15.31
	DOCK11P1	14	44860316	44866247	q21.2
		5	9001774	9045940	p15.31
226245_at	KCTD1	18	26454910	26657401	q11.2
226246_at	KCTD1	18	26454910	26657401	q11.2
236057_at	KCTD1	18	26454910	26657401	q11.2
	KCTD1	18	26454910	26657401	q11.2
207944_at	OCM2	7	97984684	97991169	q21.3
	OCM2	7	97984684	97991169	q21.3
	RNF223	1	1070966	1074307	p36.33
205405_at	SEMA5A	5	9035026	9546075	p15.31
229427_at	SEMA5A	5	9035026	9546075	p15.31
213169_at	SEMA5A	5	9035026	9546075	p15.31
	SEMA5A	5	9035026	9546075	p15.31
		14	44876874	44897077	q21.2
		14	44888556	44889041	q21.2
		14	44887434	44887741	q21.2
	NANOGP5	9	100175178	100176054	q31.1
	POM121L10P	22	24657481	24658765	q11.23
		10	44712	46884	p15.3
		10	129845328	129845895	q26.3
	RPS2P35	9	100116755	100117651	q31.1
		10	129837505	129837794	q26.3
235144_at	RASEF	9	82979585	83063177	q21.32
243862_at	RASEF	9	82979585	83063177	q21.32
1553986_at	RASEF	9	82979585	83063177	q21.32
	RASEF	9	82979585	83063177	q21.32
227242_s_at	EBF3	10	129835283	129963841	q26.3
227243_s_at	EBF3	10	129835283	129963841	q26.3
	EBF3	10	129835283	129963841	q26.3
1567912_s_at	CT45A7	X	135829247	135837268	q26.3
235700_at	CT45A7	X	135829247	135837268	q26.3
210114_at	INVS	9	100099256	100301000	q31.1
	INVS	9	100099256	100301000	q31.1
211055_s_at	INVS	9	100099256	100301000	q31.1
211054_at	INVS	9	100099256	100301000	q31.1
1553778_at	METTL27	7	73834590	73842535	q11.23
	CDY15P	Y	23855522	23857091	q11.23
	RPL7P21	5	143332605	143333239	q31.3
	TUBB8P12	18	47390	49557	p11.32
213013_at	MAPK8IP1P2	17	45600869	45602340	q21.31
	FABP5P15	X	77727867	77728080	q21.1
211671_s_at	NR3C1	5	143277931	143435512	q31.3
201865_x_at	NR3C1	5	143277931	143435512	q31.3
216321_s_at	NR3C1	5	143277931	143435512	q31.3
201866_s_at	NR3C1	5	143277931	143435512	q31.3
	NR3C1	5	143277931	143435512	q31.3
	PPIAP91	X	150818753	150819246	q28
217753_s_at	RPS26P8	17	45608571	45608918	q21.31
		16	20580999	20586640	p12.3
201114_x_at	PSMA7	20	62136735	62143440	q13.33
216088_s_at	PSMA7	20	62136735	62143440	q13.33
		18	49815	73545	p11.32
208860_s_at	ATRX	X	77504878	77786269	q21.1
208861_s_at	ATRX	X	77504878	77786269	q21.1
211022_s_at	ATRX	X	77504878	77786269	q21.1
208859_s_at	ATRX	X	77504878	77786269	q21.1
	ATRX	X	77504878	77786269	q21.1
237450_at	SMIM32	5	136191468	136193134	q31.1
		4	25220403	25220913	p15.2
	ACSM5P1	16	20586550	20607107	p12.3
	WBP1LP12	6	95124	95454	p25.3
		4	25160663	25277306	p15.2
234369_at	OR4F1P	6	105919	106856	p25.3
	SEPSECS-AS1	4	25160641	25201440	p15.2
1559479_at	SEPSECS-AS1	4	25160641	25201440	p15.2
	ALG3P1	5	5375723	5376836	p15.32
	TUBB8	10	46892	74163	p15.3
219324_at	NOL12	22	37681673	37693478	q13.1
222057_at	NOL12	22	37681673	37693478	q13.1
	NOL12	22	37681673	37693478	q13.1
222631_at	PI4K2B	4	25233975	25279092	p15.2
	BNIP3P28	19	21997648	21998840	p12
	MTCO1P30	5	5395378	5395957	p15.32
207684_at	TBX6	16	30085793	30091887	p11.2
215122_at	TBX6	16	30085793	30091887	p11.2
	ZNF208	19	21932958	22010949	p12
208542_x_at	ZNF208	19	21932958	22010949	p12
1568646_x_at	ZNF208	19	21932958	22010949	p12
1568644_at	ZNF208	19	21932958	22010949	p12
	KIR2DP1	CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1	54754928	54766523	
		16	31697397	31697607	p11.2
	KIR2DS4	CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1	54832654	54848284	
		14	44898908	44911863	q21.2
		18	10627646	10628846	p11.22
238647_at	C14orf28	14	44897295	44907257	q21.2
235369_at	C14orf28	14	44897295	44907257	q21.2
218946_at	NFU1	2	69395750	69437628	p13.3
	NFU1	2	69395750	69437628	p13.3
		18	10632238	10632396	p11.22
211687_x_at	KIR3DL1	CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1	54816451	54830756	
203479_s_at	OTUD4P1	12	3839459	3842525	p13.32
	PMM2P1	18	10636670	10637399	p11.22
244798_at		12	3871734	3910338	p13.32
		6	10213881	10214362	p24.3
	ARL5AP4	22	24686168	24686679	q11.23
	RAB41	X	70282093	70285002	q13.1
		22	24686923	24688087	q11.23
		9	3364329	3364792	p24.2
231310_at	TRIM71	3	32818018	32897826	p22.3
		22	24691122	24696003	q11.23
	ZC3H3	CHR_HSCHR8_3_CTG7	143536257	143541453	
	DARS-AS1	2	135985176	136022593	q21.3
243355_at	DARS-AS1	2	135985176	136022593	q21.3
	MTDHP2	19	21940820	21941533	p12
		15	40488041	40558019	q15.1
		19	21965708	21968529	p12
		22	24703348	24703503	q11.23
243868_at	RFX3	9	3218297	3526004	p24.2
238810_at	RFX3	9	3218297	3526004	p24.2
230403_at	RFX3	9	3218297	3526004	p24.2
207234_at	RFX3	9	3218297	3526004	p24.2
	RFX3	9	3218297	3526004	p24.2
		19	71778	72718	p13.3
		16	2240487	2241818	p13.3
240495_at		17	57092145	57096425	q22
201001_s_at	TMEM189-UBE2V1	20	50081124	50153637	q13.13
201002_s_at	TMEM189-UBE2V1	20	50081124	50153637	q13.13
232953_at	CICP18	6	131910	145083	p25.3
	CICP18	6	131910	145083	p25.3
	RPS15AP40	X	36374793	36375183	p21.1
231952_at		CHR_HSCHR18_3_CTG2_1	79683041	79685112	
		CHR_HSCHR18_3_CTG2_1	79644682	79685499	
		22	19055801	19056512	q11.21
	HIST1H2APS1	6	25732497	25732827	p22.2
	IL9RP4	18	80140	88570	p11.32
	MED29	19	39391303	39400637	q13.2
225708_at	MED29	19	39391303	39400637	q13.2
235737_at	TSLP	5	111070062	111078024	q22.1
	TSLP	5	111070062	111078024	q22.1
224848_at	CDK6	7	92604921	92836594	q21.2
235287_at	CDK6	7	92604921	92836594	q21.2
231198_at	CDK6	7	92604921	92836594	q21.2
224851_at	CDK6	7	92604921	92836594	q21.2
243000_at	CDK6	7	92604921	92836594	q21.2
224847_at	CDK6	7	92604921	92836594	q21.2
207143_at	CDK6	7	92604921	92836594	q21.2
	CDK6	7	92604921	92836594	q21.2
		CHR_HSCHR16_CTG2	424243	424543	
	PHBP16	11	94055023	94055972	q21
	PHKG1P4	7	57060590	57061301	p11.2
	FYTTD1P1	CHR_HSCHR9_1_CTG5	101384932	101386191	
	HEPHL1	11	94021361	94113751	q21
		7	57067950	57074664	p11.2
	OTOP1	4	4188803	4226889	p16.3
		9	5193339	5193558	p24.1
1567912_s_at	CT45A8	X	135846499	135854538	q26.3
235700_at	CT45A8	X	135846499	135854538	q26.3
	NSFP1	CHR_HSCHR17_2_CTG5	46419950	46533777	
	LINC00685	CHR_HSCHRX_1_CTG3	320990	321711	
213941_x_at	RPS7P11	CHR_HSCHR17_2_CTG5	46550508	46551093	
200082_s_at	RPS7P11	CHR_HSCHR17_2_CTG5	46550508	46551093	
	SLC25A51P2	18	7134931	7135819	p11.31
202395_at	NSF	CHR_HSCHR17_2_CTG5	46419843	46586373	
	NSF	CHR_HSCHR17_2_CTG5	46419843	46586373	
208376_at	CCR4	3	32951574	32956349	p22.3
		18	26822813	26823979	q11.2
207051_at	SLC17A4	6	25754699	25781191	p22.2
	SLC17A4	6	25754699	25781191	p22.2
206549_at	INSL4	9	5231419	5235304	p24.1
224400_s_at	CHST9	18	26906481	27185317	q11.2
223737_x_at	CHST9	18	26906481	27185317	q11.2
217370_x_at	FUS	16	31180110	31194871	p11.2
1565717_s_at	FUS	16	31180110	31194871	p11.2
200959_at	FUS	16	31180110	31194871	p11.2
231108_at	FUS	16	31180110	31194871	p11.2
	FUS	16	31180110	31194871	p11.2
	RPL26P27	10	68499532	68499968	q21.3
235747_at	SLC25A16	10	68477999	68527474	q21.3
214140_at	SLC25A16	10	68477999	68527474	q21.3
	SLC25A16	10	68477999	68527474	q21.3
243690_at	TRIOBP	22	37696988	37776556	q13.1
210276_s_at	TRIOBP	22	37696988	37776556	q13.1
202795_x_at	TRIOBP	22	37696988	37776556	q13.1
216210_x_at	TRIOBP	22	37696988	37776556	q13.1
	TRIOBP	22	37696988	37776556	q13.1
1552332_at	TRIOBP	22	37696988	37776556	q13.1
1555367_at	ZNF479	7	57119614	57139864	p11.2
1555368_x_at	ZNF479	7	57119614	57139864	p11.2
225462_at	TMEM128	4	4235542	4248212	p16.3
	LRRC30	18	7231125	7232047	p11.23
		13	18248913	18249035	q11
201624_at	DARS	2	135906677	135986100	q21.3
201623_s_at	DARS	2	135906677	135986100	q21.3
	DARS	2	135906677	135986100	q21.3
	HAUS6P2	20	31341371	31344471	q11.21
240129_at	TMEM189	20	50118254	50153734	q13.13
223186_at	TMEM189	20	50118254	50153734	q13.13
	TMEM189	20	50118254	50153734	q13.13
206142_at	ZNF135	19	58059239	58086310	q13.43
	ZNF135	19	58059239	58086310	q13.43
215603_x_at	GGT4P	13	18253526	18270822	q11
211082_x_at	MARK2	11	63838928	63911019	q13.1
203942_s_at	MARK2	11	63838928	63911019	q13.1
	MARK2	11	63838928	63911019	q13.1
1567912_s_at	CT45A9	X	135863776	135871812	q26.3
235700_at	CT45A9	X	135863776	135871812	q26.3
	DEFB117	20	31360790	31360930	q11.21
		7	92836483	92917187	q21.2
		19	3775996	3776182	p13.3
203458_at	SPR	2	72887360	72892158	p13.2
220776_at	KCNJ14	19	48455509	48466980	q13.33
233221_at	DEFB118	20	31368618	31373923	q11.21
		6	26477872	26478533	p22.2
219264_s_at	PPP2R3B	CHR_HSCHRX_1_CTG3	336496	389645	
	PPP2R3B	CHR_HSCHRX_1_CTG3	336496	389645	
	CRIP1P4	22	24712292	24712520	q11.23
	SERPINF1	CHR_HSCHR17_1_CTG2	1760880	1765915	
1567912_s_at	CT45A10	X	135881063	135889086	q26.3
235700_at	CT45A10	X	135881063	135889086	q26.3
	OR2I1P	CHR_HSCHR6_MHC_APD_CTG1	29553320	29554267	
		20	13368291	13368703	p12.1
209158_s_at	CYTH2	19	48469032	48482314	q13.33
1555842_at	CYTH2	19	48469032	48482314	q13.33
	CYTH2	19	48469032	48482314	q13.33
237234_at	CYTH2	19	48469032	48482314	q13.33
		15	20344736	20359166	q11.1
		18	10724619	10728539	p11.22
1560877_a_at		18	10724619	10728539	p11.22
225094_at	SETD8P1	13	18297554	18298733	q11
220200_s_at	SETD8P1	13	18297554	18298733	q11
		13	18279320	18309934	q11
226747_at	TXNDC16	14	52430590	52552522	q22.1
	TXNDC16	14	52430590	52552522	q22.1
		13	18331933	18348596	q11
	WDR45BP1	17	32111562	32112590	q11.2
236817_at	ADAT2	6	143422832	143450673	q24.2
227213_at	ADAT2	6	143422832	143450673	q24.2
	ADAT2	6	143422832	143450673	q24.2
	PIEZO2	18	10666483	11148762	p11.21
1562488_at	PIEZO2	18	10666483	11148762	p11.21
222908_at	PIEZO2	18	10666483	11148762	p11.21
219602_s_at	PIEZO2	18	10666483	11148762	p11.21
1563584_at	PIEZO2	18	10666483	11148762	p11.21
220448_at	KCNK12	2	47516581	47570939	p16.3
	KCNK12	2	47516581	47570939	p16.3
	LINC00926	15	57300365	57307769	q21.3
230648_at	LINC00926	15	57300365	57307769	q21.3
230245_s_at	LINC00926	15	57300365	57307769	q21.3
		17	32106330	32114125	q11.2
231739_at	PRRT1	CHR_HSCHR6_MHC_MANN_CTG1	32187767	32193781	
229890_at	PRRT1	CHR_HSCHR6_MHC_MANN_CTG1	32187767	32193781	
	PRRT1	CHR_HSCHR6_MHC_MANN_CTG1	32187767	32193781	
230054_at	PRRT1	CHR_HSCHR6_MHC_MANN_CTG1	32187767	32193781	
		19	16283359	16324514	p13.11
207395_at	BTN1A1	6	26501221	26510422	p22.2
	BTN1A1	6	26501221	26510422	p22.2
218612_s_at	TSSC4	11	2400488	2403878	p15.5
	TSSC4	11	2400488	2403878	p15.5
237794_at		13	18408806	18431605	q11
1552895_a_at		13	18408806	18431605	q11
		13	18408806	18431605	q11
		2	47527537	47535199	p16.3
210241_s_at	TP53TG1	7	87325225	87345515	q21.12
210886_x_at	TP53TG1	7	87325225	87345515	q21.12
209917_s_at	TP53TG1	7	87325225	87345515	q21.12
		9	136542881	136543835	q34.3
218902_at	NOTCH1	9	136494433	136545786	q34.3
223508_at	NOTCH1	9	136494433	136545786	q34.3
	NOTCH1	9	136494433	136545786	q34.3
220793_at	SAGE1	X	135889205	135913061	q26.3
		2	180979427	180980090	q31.3
1568609_s_at	PARP8	5	50665899	50846522	q11.1
219033_at	PARP8	5	50665899	50846522	q11.1
244008_at	PARP8	5	50665899	50846522	q11.1
	PARP8	5	50665899	50846522	q11.1
209421_at	MSH2	2	47402969	47663146	p21
	MSH2	2	47402969	47663146	p21
	LINC01934	2	181086076	181409321	q31.3
	HSFY1P1	22	16827474	16829335	q11.1
1568904_at	LINC01992	17	27929548	27974223	q11.2
	GPM6BP3	22	16837522	16837666	q11.1
		22	16844399	16846357	q11.1
217129_at	TUBB8P2	6	143436216	143436710	q24.2
	STRADB	2	201387858	201480846	q33.1
223266_at	STRADB	2	201387858	201480846	q33.1
213904_at	FRRS1L	9	109130293	109167295	q31.3
1558414_at	FRRS1L	9	109130293	109167295	q31.3
	FRRS1L	9	109130293	109167295	q31.3
	ACP1	2	264140	278283	p25.3
201630_s_at	ACP1	2	264140	278283	p25.3
215227_x_at	ACP1	2	264140	278283	p25.3
201629_s_at	ACP1	2	264140	278283	p25.3
1554808_at	ACP1	2	264140	278283	p25.3
		21	45974489	45974953	q22.3
		2	181076051	181105968	q31.3
218312_s_at	ZSCAN18	19	58083838	58118427	q13.43
232866_at	ZSCAN18	19	58083838	58118427	q13.43
217593_at	ZSCAN18	19	58083838	58118427	q13.43
	ZSCAN18	19	58083838	58118427	q13.43
	RPL32P1	CHR_HSCHR6_MHC_APD_CTG1	33118526	33118935	
214519_s_at	RLN2	9	5299868	5304969	p24.1
		X	70361486	70362374	q13.1
225955_at	METRNL	CHR_HSCHR17_1_CTG9	83077507	83097050	
201137_s_at	HLA-DPB1	CHR_HSCHR6_MHC_APD_CTG1	33114995	33126260	
	HLA-DPB1	CHR_HSCHR6_MHC_APD_CTG1	33114995	33126260	
		10	21217891	21218279	p12.31
218355_at	KIF4A	X	70290090	70420832	q13.1
	KIF4A	X	70290090	70420832	q13.1
	TRAJ11	14	22532502	22532561	q11.2
		16	71833787	71835932	q22.2
		7	32951426	32951656	p14.3
	LINC01413	15	57319138	57323908	q21.3
	TRAJ10	14	22533497	22533560	q11.2
32836_at	AGPAT1	CHR_HSCHR6_MHC_MANN_CTG1	32207600	32217484	
215535_s_at	AGPAT1	CHR_HSCHR6_MHC_MANN_CTG1	32207600	32217484	
	AGPAT1	CHR_HSCHR6_MHC_MANN_CTG1	32207600	32217484	
	CD4	12	6786858	6820808	p13.31
203547_at	CD4	12	6786858	6820808	p13.31
206625_at	PRPH2	6	42696600	42722574	p21.1
		9	127213783	127221907	q33.3
	RORA-AS2	15	60681569	60686888	q22.2
213001_at	ANGPTL2	9	127087332	127122883	q33.3
219514_at	ANGPTL2	9	127087332	127122883	q33.3
213004_at	ANGPTL2	9	127087332	127122883	q33.3
	ANGPTL2	9	127087332	127122883	q33.3
219371_s_at	KLF2	19	16324817	16327874	p13.11
	KLF2	19	16324817	16327874	p13.11
	RORA-AS1	15	60479178	60630637	q22.2
240163_at	RORA-AS1	15	60479178	60630637	q22.2
1562682_at	RORA-AS1	15	60479178	60630637	q22.2
242463_x_at	ZNF600	19	52764195	52786791	q13.41
	ZNF600	19	52764195	52786791	q13.41
227393_at	ANO9	11	417933	442011	p15.5
	ANO9	11	417933	442011	p15.5
		19	35960512	35964063	q13.12
211965_at	ZFP36L1	14	68787660	68796253	q24.1
211962_s_at	ZFP36L1	14	68787660	68796253	q24.1
213277_at	ZFP36L1	14	68787660	68796253	q24.1
	ZFP36L1	14	68787660	68796253	q24.1
	ELOC	8	73939169	73972287	q21.11
202824_s_at	ELOC	8	73939169	73972287	q21.11
202823_at	ELOC	8	73939169	73972287	q21.11
201511_at	AAMP	2	218264123	218270257	q35
	AAMP	2	218264123	218270257	q35
	OR4K12P	21	13581060	13582004	q11.2
	PEX3	6	143450807	143490010	q24.2
203972_s_at	PEX3	6	143450807	143490010	q24.2
203970_s_at	PEX3	6	143450807	143490010	q24.2
		17	28021668	28022265	q11.2
221855_at	SDHAF1	19	35995199	35996315	q13.12
44669_at	SDHAF1	19	35995199	35996315	q13.12
		2	25856461	25856966	p23.3
	NXPE2	11	114678386	114706933	q23.3
226251_at	ASXL2	2	25733753	25878516	p23.3
237095_at	ASXL2	2	25733753	25878516	p23.3
229359_at	ASXL2	2	25733753	25878516	p23.3
1555266_a_at	ASXL2	2	25733753	25878516	p23.3
218659_at	ASXL2	2	25733753	25878516	p23.3
	ASXL2	2	25733753	25878516	p23.3
		15	61211913	61214231	q22.2
240745_at		10	118241564	118267710	q26.11
240746_s_at		10	118241564	118267710	q26.11
		10	118241564	118267710	q26.11
241890_at		15	60593027	60593460	q22.2
215264_at	EMX1	2	72916260	72936071	p13.2
	EMX1	2	72916260	72936071	p13.2
	CYCSP38	15	60558080	60558401	q22.2
		15	60847757	60849068	q22.2
		15	61181249	61195938	q22.2
235151_at		12	273954	277123	p13.33
235567_at	RORA	15	60488284	61229319	q22.2
226682_at	RORA	15	60488284	61229319	q22.2
210479_s_at	RORA	15	60488284	61229319	q22.2
210426_x_at	RORA	15	60488284	61229319	q22.2
240951_at	RORA	15	60488284	61229319	q22.2
236266_at	RORA	15	60488284	61229319	q22.2
	RORA	15	60488284	61229319	q22.2
218877_s_at	TRMT11	6	125986430	126039276	q22.32
	TRMT11	6	125986430	126039276	q22.32
	LINC02563	17	65457541	65458408	q24.1
	LYAR	4	4267701	4290169	p16.3
223413_s_at	LYAR	4	4267701	4290169	p16.3
223414_s_at	LYAR	4	4267701	4290169	p16.3
1563271_at	LINC02345	15	37984766	38062340	q14
	LINC02345	15	37984766	38062340	q14
		2	127840606	127841763	q14.3
		19	48465837	48472431	q13.33
		19	48465593	48469693	q13.33
		9	100120435	100120900	q31.1
		8	129685401	129723023	q24.21
		11	45905941	45906461	p11.2
		16	62342420	62342557	q21
213014_at	MAPK8IP1	11	45885651	45906465	p11.2
213013_at	MAPK8IP1	11	45885651	45906465	p11.2
	MTRF1LP2	8	129728744	129730445	q24.21
1553474_at	POTED	21	13609858	13641585	q11.2
	POTED	21	13609858	13641585	q11.2
221255_s_at	EMC6	17	3668815	3669668	p13.2
		16	62357371	62357746	q21
221549_at	GRWD1	19	48445773	48457022	q13.33
	GRWD1	19	48445773	48457022	q13.33
	KIR2DL1	CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1	54769704	54783960	
	RPS15AP30	10	112987476	112987865	q25.2
205375_at	MDFI	6	41636882	41654246	p21.1
	MDFI	6	41636882	41654246	p21.1
215464_s_at	TAX1BP3	17	3662896	3668682	p13.2
209154_at	TAX1BP3	17	3662896	3668682	p13.2
		2	72932974	72934355	p13.2
	NDUFB4P7	2	87968609	87968971	p11.2
218210_at	FN3KRP	17	82716683	82730328	q25.3
	FN3KRP	17	82716683	82730328	q25.3
		19	16352462	16353182	p13.11
203664_s_at	POLR2D	2	127843551	127858157	q14.3
228650_at	POLR2D	2	127843551	127858157	q14.3
214144_at	POLR2D	2	127843551	127858157	q14.3
	POLR2D	2	127843551	127858157	q14.3
	DDX39B-AS1	CHR_HSCHR6_MHC_COX_CTG1	31529753	31530587	
	ALKAL1	8	52534037	52565507	q11.23
	P2RX5	17	3672199	3696404	p13.2
210448_s_at	P2RX5	17	3672199	3696404	p13.2
216037_x_at	TCF7L2	10	112950250	113167678	q25.2
216035_x_at	TCF7L2	10	112950250	113167678	q25.2
212759_s_at	TCF7L2	10	112950250	113167678	q25.2
212762_s_at	TCF7L2	10	112950250	113167678	q25.2
216511_s_at	TCF7L2	10	112950250	113167678	q25.2
212761_at	TCF7L2	10	112950250	113167678	q25.2
	TCF7L2	10	112950250	113167678	q25.2
214762_at	ATP6V1G2	CHR_HSCHR6_MHC_COX_CTG1	31531911	31534293	
205143_at	NCAN	19	19211973	19252233	p13.11
	NCAN	19	19211973	19252233	p13.11
204927_at	RASSF7	CHR_HSCHR11_1_CTG8	560418	564036	
40359_at	RASSF7	CHR_HSCHR11_1_CTG8	560418	564036	
	RASSF7	CHR_HSCHR11_1_CTG8	560418	564036	
		2	190454092	190454521	q32.2
238258_at	TMEM270	7	73861159	73865893	q11.23
	MFSD6	2	190408355	190509205	q32.2
225325_at	MFSD6	2	190408355	190509205	q32.2
219858_s_at	MFSD6	2	190408355	190509205	q32.2
	VDAC1P8	6	143490424	143506406	q24.2
203969_at	VDAC1P8	6	143490424	143506406	q24.2
223120_at	FUCA2	6	143494811	143511690	q24.2
	FUCA2	6	143494811	143511690	q24.2
	MCCD1	CHR_HSCHR6_MHC_COX_CTG1	31516169	31517684	
216469_at	ZNF962P	13	18467172	18485448	q11
	MTCO2P30	5	5395972	5396335	p15.32
	ZBTB49	4	4290251	4321786	p16.3
229089_at	ZBTB49	4	4290251	4321786	p16.3
		19	53004040	53005150	q13.41
	ZNF28	19	52797409	52857600	q13.41
203664_s_at		2	127846736	127847084	q14.3
214144_at		2	127846736	127847084	q14.3
	PTGES3P2	2	25822469	25822950	p23.3
	TPM3P7	2	25809925	25810656	p23.3
		16	62596372	62598449	q21
209168_at	GPM6B	X	13771031	13938638	p22.2
209169_at	GPM6B	X	13771031	13938638	p22.2
209167_at	GPM6B	X	13771031	13938638	p22.2
209170_s_at	GPM6B	X	13771031	13938638	p22.2
	GPM6B	X	13771031	13938638	p22.2
	ARL4AP3	10	5207169	5207742	p15.1
	CTAGE7P	10	130106046	130108481	q26.3
	AKR1C4	10	5195462	5218949	p15.1
210558_at	AKR1C4	10	5195462	5218949	p15.1
	C10orf143	10	130020025	130110817	q26.3
229323_at	C10orf143	10	130020025	130110817	q26.3
200041_s_at	DDX39B	CHR_HSCHR6_MHC_COX_CTG1	31517671	31534027	
	DDX39B	CHR_HSCHR6_MHC_COX_CTG1	31517671	31534027	
211991_s_at	HLA-DPA1	CHR_HSCHR6_MHC_APD_CTG1	33103656	33119850	
211990_at	HLA-DPA1	CHR_HSCHR6_MHC_APD_CTG1	33103656	33119850	
213537_at	HLA-DPA1	CHR_HSCHR6_MHC_APD_CTG1	33103656	33119850	
	HLA-DPA1	CHR_HSCHR6_MHC_APD_CTG1	33103656	33119850	
240938_at	LINC01227	16	80566794	80572808	q23.2
	PLPP7	9	131289459	131359022	q34.13
224506_s_at	PLPP7	9	131289459	131359022	q34.13
		10	130104569	130104998	q26.3
		19	52956041	52981654	q13.41
		6	143484979	143507327	q24.2
213304_at	TOGARAM1	14	44962208	45074431	q21.2
	TOGARAM1	14	44962208	45074431	q21.2
		16	62808222	62808706	q21
214751_at	ZNF468	19	52838008	52890375	q13.41
	ZNF468	19	52838008	52890375	q13.41
241704_x_at	ZNF468	19	52838008	52890375	q13.41
229614_at	ZNF468	19	52838008	52890375	q13.41
207468_s_at	SFRP5	10	97766751	97771952	q24.2
		2	201410544	201413308	q33.1
202124_s_at	TRAK2	2	201377207	201451579	q33.1
202125_s_at	TRAK2	2	201377207	201451579	q33.1
	TRAK2	2	201377207	201451579	q33.1
		16	24098239	24099971	p12.2
	POM121L3P	20	23989292	23990454	p11.21
207957_s_at	PRKCB	16	23835946	24220611	p12.2
227824_at	PRKCB	16	23835946	24220611	p12.2
227817_at	PRKCB	16	23835946	24220611	p12.2
228795_at	PRKCB	16	23835946	24220611	p12.2
209685_s_at	PRKCB	16	23835946	24220611	p12.2
	PRKCB	16	23835946	24220611	p12.2
		6	100093311	100093768	q16.3
223072_s_at		2	87972656	87973082	p11.2
		21	13654073	13654356	q11.2
		CHR_HSCHR11_1_CTG8	528907	532261	
		2	87980714	87992858	p11.2
		9	131370933	131372514	q34.13
	LPCAT1	CHR_HSCHR5_3_CTG1	1460716	1505839	
201818_at	LPCAT1	CHR_HSCHR5_3_CTG1	1460716	1505839	
	GRAMD4P1	21	13665868	13667546	q11.2
	HRAS	CHR_HSCHR11_1_CTG8	532242	537287	
